date	palm
29/7/2016	648.90
01/8/2016	648.00
02/8/2016	639.80
03/8/2016	670.30
04/8/2016	678.70
05/8/2016	679.70
08/8/2016	689.10
09/8/2016	697.10
10/8/2016	705.00
11/8/2016	712.70
12/8/2016	723.90
15/8/2016	753.90
16/8/2016	744.10
17/8/2016	762.60
18/8/2016	755.10
19/8/2016	743.30
22/8/2016	734.30
23/8/2016	770.00
24/8/2016	751.50
25/8/2016	744.80
26/8/2016	745.50
29/8/2016	698.00
30/8/2016	760.00
31/8/2016	755.00
01/9/2016	735.00
02/9/2016	737.50
05/9/2016	750.00
06/9/2016	734.70
07/9/2016	754.80
08/9/2016	758.40
09/9/2016	755.00
12/9/2016	750.00
13/9/2016	735.00
14/9/2016	727.50
15/9/2016	750.00
16/9/2016	728.20
19/9/2016	751.10
20/9/2016	787.50
21/9/2016	775.00
22/9/2016	785.00
23/9/2016	749.50
26/9/2016	767.50
27/9/2016	750.00
28/9/2016	723.60
29/9/2016	745.00
30/9/2016	727.30
03/10/2016	713.70
04/10/2016	701.00
05/10/2016	682.50
06/10/2016	684.10
07/10/2016	685.20
10/10/2016	676.90
11/10/2016	687.50
12/10/2016	695.00
13/10/2016	688.10
14/10/2016	706.40
17/10/2016	730.00
